	leukocyty	weight	hbver	er-cv	ast	indicator	hematokrit	trombocyty	name	smoker	ssn	alt	etytr	erytrocyty	hemoglobin	alp	relationship
1241	4.37372	80.00523	7.23365	56.41969	61.11165	0.00000	3.19994	7.75983	Austin Mendez	no	133-02-0484	4.61573	5.90806	5.82240	7.38618	65.63512	widowed
1242	8.58654	93.22901	5.52260	45.29315	79.74259	1.00000	6.34561	5.33835	Daniel Farrell	no	484-07-2842	8.79642	4.91761	7.28210	5.08558	62.08336	nop
1243	6.82760	40.60576	8.27415	44.00708	28.85274	1.00000	8.15632	4.03795	Yesenia Hopkins	no	695-12-0916	17.31966	3.39914	8.32712	7.01259	76.34186	married
1244	8.19164	37.56638	8.33466	47.52094	44.69433	1.00000	6.23596	6.53458	Greg Harris	no	064-37-9611	5.95603	6.34108	6.24867	6.54059	83.01279	nop
1245	8.73399	62.05037	6.61340	37.70218	10.41046	1.00000	6.01722	4.99711	Carlos Elliott	no	396-97-1240	11.17384	4.41318	7.10168	6.57472	90.11673	married
1246	5.57651	96.71832	5.11023	67.04431	22.17980	1.00000	8.42058	5.18497	Keith Chandler	yes	837-30-0538	8.61909	5.34207	6.12394	6.18727	89.90190	separated
1247	3.35977	106.53837	6.89436	43.78871	5.17194	1.00000	7.41981	5.33528	Allison Martinez	yes	505-21-6984	14.10472	6.65499	7.87293	8.39685	24.18339	married
1248	4.96886	90.50658	6.83035	57.10668	55.68142	0.00000	5.25638	7.77730	Amanda Watson	Y	353-80-5059	7.57693	7.64892	6.58199	5.62642	78.13624	married
1249	9.08864	57.08981	5.70058	43.94135	40.21836	1.00000	3.96670	7.93387	Melissa Merritt	no	236-52-7643	7.08935	6.40865	6.58600	5.94886	79.70270	married
1250	5.83554	54.63448	6.85067	39.43724	45.15577	0.00000	4.03647	7.45608	Janet Clark	Y	535-05-5106	6.41130	7.11604	5.95454	5.94465	79.31165	widowed
1251	4.73799	15.33305	8.47138	67.28759	42.94334	0.00000	5.36086	6.67963	Angela Roth	Y	728-90-5213	9.47176	9.72342	7.78151	6.70943	79.50176	married
1252	6.54091	62.60355	5.99994	40.87663	61.76647	1.00000	7.89291	5.22759	Joanne Garcia	no	452-85-0401	15.80793	4.36685	8.02761	5.15531	65.93968	widowed
1253	7.19301	129.62088	9.04258	32.63987	49.30620	1.00000	4.70986	5.84744	Gina Thompson	no	513-76-0106	12.63635	6.47071	8.02702	7.04045	70.39146	married
1254	4.20496	126.55788	7.45853	53.04082	52.04601	0.00000	5.13906	8.04974	Kristin Hodge	no	089-33-8427	11.41061	8.85401	7.86588	5.94679	81.58745	separated
1255	8.57179	75.52585	6.66748	34.07427	61.85607	1.00000	5.75991	8.06445	Jacqueline Nelson	yes	578-57-7337	8.05749	7.28279	6.58609	7.07314	76.94604	married
1256	4.03138	18.83907	8.34628	38.33632	48.85695	1.00000	8.81655	6.34620	Jenna Griffin	Y	849-70-5627	8.07452	6.38599	5.54190	7.56123	62.00516	single
1257	7.51445	19.38738	5.87698	56.27546	59.86400	1.00000	5.15359	5.39077	Joshua Kemp	no	855-14-9487	9.48917	5.80850	7.12666	5.02384	55.15932	widowed
1258	5.45892	74.75966	6.30359	53.07996		1.00000	8.68968	4.10269	Michael Howard	no	095-48-4258	3.85890	2.98528	6.67317	6.90947	79.73109	divoced
1259	7.84887	76.31291	6.78921	52.08859	43.31588	0.00000	3.13140	8.90633	Dennis Best	Y	880-47-4555	7.04439	7.31323	5.17265	6.68184	81.50140	married
1260	6.79879	59.75704	6.19360	47.70592	77.76780	1.00000	3.32124	9.36644	Jeffrey Clark	yes	635-22-9160	10.77879	6.95638	7.33777	8.16696	38.34386	married
1261	6.17245	99.12777	5.88467	62.75994	62.28211	0.00000	7.03813	9.28591	Heather Gray	no	549-36-6451	11.87585	7.85746	7.68398	6.40103	84.28025	single
1262	4.39447	14.43647	7.39810	49.04135	43.63597	1.00000	9.91971	6.39464	Bryan Thomas	no	305-03-6839	6.50602	6.31952	6.58596	6.10378	86.69026	divoced
1263	8.15797	110.12696	6.76004	42.78089	33.39172	1.00000	6.19270	6.30825	Samantha Poole	yes	047-42-1242	4.95700	6.16586	6.49305	7.48526	64.75136	divoced
1264	8.68474	88.97262	6.42050	52.02903	42.37153	1.00000	6.15739	7.37778	Robert Schwartz	Y	260-49-2717	4.08939	6.61327	5.84217	7.06120	73.71346	divoced
1265	8.26338	72.63169	6.81061	77.42798	62.32306	0.00000	6.23965	8.57105	Nichole Brennan	Y	170-60-9962	10.30071	6.00397	7.29698	8.00445	46.27258	nop
1266	6.17009	40.88850	7.49815	39.35042	42.94646	0.00000	5.59443	7.63751	April Clark	yes	166-06-1051	6.52546	7.85345	5.86615	8.31818	28.23182	divoced
1267	3.99330	56.12263	8.45019	30.77379	38.38646	1.00000	6.39222	4.30538	Marcus Smith	no	175-55-5789	14.77516	6.08265	8.17625	8.79872	24.10293	widowed
1268	6.30959	135.23936	8.57162	26.33927	67.70147	0.00000	6.46044	6.77775	Ian Evans	no	005-66-0703	5.21218	8.63533	5.68871	6.85732	80.97471	married
1269	5.73728	70.06157	7.34305	39.70638	35.40443	1.00000	8.52034	6.16722	Andrea Lindsey	no	501-40-4807	15.40961	6.20030	8.27062	7.59785	60.02652	married
1270	6.08730	23.39811	6.89438	62.38535	48.73129	1.00000	8.58463	5.30097	Chad Allen	no	542-89-8986	5.96944	4.16766	6.00852	7.67330	57.98098	divoced
1271	6.69423	18.49640	7.87790	27.21494	63.68309	0.00000	5.13703	8.26182	Donna Roberts	no	421-09-7471	6.22713	5.12013	6.05416		41.14887	separated
1272	5.71337	58.71435	5.63554	24.96094	56.58817	1.00000	4.71150	6.09977	Cole Maynard	no	656-86-4595	11.35925	8.76348	7.70883	7.31802	68.46425	single
1273	7.56767	72.75998	7.26379	41.56702	55.74555	1.00000	6.32500	5.54802	Elizabeth Torres	no	715-15-8007	15.28988	6.06253	8.16845	6.07140	84.33290	married
1274	7.70626	52.63972	6.55303	45.29912	58.98613	1.00000	5.94914	5.95569	Patrick Bradley	no	684-19-8774	6.88059	6.24825	6.78121	7.23842	65.53584	divoced
1275	8.74148	46.87346	6.42436	19.91665	65.85514	0.00000	5.67231	8.84975	Michael Mckenzie	Y	754-15-0687	7.28301	6.80630	6.86720	6.29877	86.79754	widowed
1276	5.56192	51.35673	6.34470	49.08926	54.44519	1.00000	7.27623	5.32742	Cathy Palmer	yes	594-11-5950	6.90460	5.70707	5.69354	7.17150	69.04829	widowed
1277	6.81728	121.92952	5.82445	53.13184	51.27908	1.00000	8.04877	4.97588	Nicole Davis	Y	364-23-2432	13.44158	4.88700	7.81341	8.82184	17.66763	divoced
1278	7.36031	21.07017	6.72834	67.38403	77.90985	1.00000	4.58113	6.82682	Laurie Lowe	no	219-83-1802	6.05947	7.15726	5.91410	7.03333	71.91775	single
1279	7.58377	130.87333	5.28025	70.07013	37.60584	0.00000	4.81534	12.14510	Shari Williamson	no	322-49-6439	34.99280	9.35416	9.28565	9.24872	1.05850	married
1280	9.46160	125.21958	6.57822	38.93544	47.48088	0.00000	7.36765	7.18564	Ryan Wilson PhD	no	287-49-3513	26.61950	5.11097	8.84839	8.23762	35.13752	divoced
1281	8.46636	43.75832	6.59366	46.62036	52.18454	1.00000	7.64571	5.39553	Joshua Morgan	no	299-15-0625	6.82794	5.24968	6.18758	7.58515	58.72594	married
1282	8.59650	32.38301	7.01775	49.70570	56.42814	1.00000	8.50557	5.83994	Karen Neal	N	198-17-5818	7.34084	5.66241	6.96609	6.04052	87.06711	divoced
1283	5.99703	85.50672	7.81026	60.82406	52.86244	0.00000	8.18436	7.59769	Robert Jensen	no	067-98-4608	6.70411	8.95530	6.47370	8.69393	20.20368	married
1284	8.59461	46.02650	8.54842	39.65128	48.36830	0.00000	4.70117	8.60646	Shane Ryan	Y	479-47-2114	8.11598	6.91933	7.17472	7.89064	47.73765	divoced
1285	8.90742	17.92394	6.71122	68.73947	62.25344	0.00000	5.93641	7.03986	Derek Mahoney	no	849-42-8777	26.98032	5.25432	8.94894	7.85956	49.93314	separated
1286	8.65310	53.27210	5.99892	50.65509	61.19899	0.00000	4.77493	8.17807	Brian Pierce	no	332-15-1799	8.07236	6.53436	6.65995	8.78562	18.52380	single
1287	7.07275	31.64314	6.96619	54.65633	53.20610	1.00000	8.80333	5.28049	Tom Smith	no	463-61-5817	2.07872	3.66063	6.31649	7.03836	75.03343	single
1288	6.18619	61.56493	8.08805	40.36633	46.43102	0.00000	7.19655	8.16310	Amber Frazier	no	387-21-0898	9.79681	8.90736	7.24646	8.13594	35.54259	married
1289	6.39833	58.09568	7.68063	41.84312	39.10375	1.00000	5.95419	4.96422	Jessica Kim	no	221-54-9095	5.02461	6.60790	4.41494	7.31105	73.48897	married
1290	7.19186	16.39174	7.55240	66.58937	52.81232	1.00000	3.64450	6.25004	Larry Bond	no	253-39-9029	5.17818	6.67780	6.74820	7.20345	74.68220	widowed
1291	8.01713	93.59270	6.08381	51.73757	44.41026	0.00000	5.10358	10.81866	Donna Brown	no	817-27-6672	29.97836	8.30760	9.05624	6.20177	82.75619	single
1292	8.00710	77.31902	5.91374	63.10803	25.36462	0.00000	6.20163	4.99520	Timothy Evans	no	835-20-7907	16.79830	5.13197	8.38315	5.59361	73.55512	separated
1293	7.76395	25.43908	5.60787	55.09027	64.64796	1.00000	8.91570	6.12929	James Hernandez	yes	733-55-6022	4.90197	5.33271	6.28455	8.27150	32.63059	married
1294	6.41135	94.99560	5.66596	45.37351	52.05567	1.00000	7.69008	5.16868	Steven Glenn	Y	777-66-6978	8.80710	5.34862	6.67169	6.83075	87.96886	single
1295	9.04179	80.65007	7.20631	40.10995	67.23671	1.00000	6.39407	5.23328	Cynthia Ayala	Y	098-06-6916	10.82068	4.39525	6.81626	6.27669	82.85893	single
1296	7.02017	65.50988	6.25136	30.58032	39.94338	1.00000	6.94180	3.98391	Connie Harris	yes	252-86-9273	6.39085	5.27625	6.26032		77.84508	nop
1297	6.45448	138.71424	8.30521	56.41047	60.43636	1.00000	6.88434	4.01370	Shelly Moody	Y	170-98-5457	13.02599	3.83119	8.03616	6.83012	78.69792	married
1298	8.07742	39.18169	8.04658	30.18562	49.34751	0.00000	6.22225	8.97595	Bethany Baker	no	512-84-1290	10.77738	6.26090	7.56670	7.18117	74.52118	married
1299	3.89730	112.62445	8.08142	56.97962	48.06745	1.00000	7.03614	4.67934	Sarah Ford	N	343-42-7984	6.21793	6.02545	6.04192	6.90938	78.36814	divoced
1300	4.09415	43.88365	5.27974	24.10362	43.64097	0.00000	4.77233	8.46722	Roger Andrews	Y	228-95-9738	12.82779	8.59662	8.28113	7.33113	67.12942	married
1301	5.10173	126.70919	6.97220	45.90404	39.23366	1.00000	9.16986	7.05455	Andrew Garcia	no	401-39-3009	3.10095	7.48700	5.83975	6.27187	86.35256	separated
1302	7.85062	-7.84546	6.60939	73.12562	54.91335	1.00000	7.13427	4.37394	Devin Davis	Y	548-60-8450	3.90568	4.86958	5.32896	7.61538	58.68528	divoced
1303	5.21306	56.89279	6.31281	28.98563	65.24456	1.00000	8.62154	6.40684	Ryan Moore	no	467-90-6340	3.59234	6.86364	5.84107	7.62003	59.30289	divoced
1304	7.95682	25.75485	7.36300	62.07761	52.73746	0.00000	7.25364	7.92912	Michael Armstrong	N	343-43-9867	5.69635	4.82922	6.81591	6.02465	83.29494	widowed
1305	7.62668	37.57540	7.45714	51.19050	65.69170	1.00000	8.25091	6.81254	David Kennedy	Y	798-56-2646	18.99624	5.66937	8.52314	7.65114	51.90621	nop
1306	3.82028	50.53928	6.87951	45.10566	31.03119	1.00000	9.05774	6.02624	John Peterson	N	742-75-1857	21.77458	6.30486	8.58793	6.90916	81.27592	widowed
1307	7.75651	100.42734	7.62818	41.47939	45.20263	1.00000	5.71688	6.15766	Laura Green	no	813-12-3092	6.05328	6.34868	4.84054	6.61881	88.57571	divoced
1308	4.04840	74.01193	6.60626	53.28514	27.85529	1.00000	7.98838	4.93032	Brittany Brown	no	092-14-5933	7.24961	5.19089	6.72535	9.36597	6.42273	nop
1309	5.49948	96.45220	6.77788	48.95483	53.56384	1.00000	8.16424	6.52741	Alexandra Cooper	Y	777-12-4215	10.13261	6.33692	7.40626	8.71284	15.13553	divoced
1310	4.95173	61.04712	5.06912	37.71018	37.09319	1.00000	8.23709	5.47166	Michael King	no	752-42-0961	10.57121	5.86630	7.04876	7.64191	56.83221	single
1311	7.24761	134.48306	8.46721	47.39380	44.69394	0.00000	3.33176	9.87527	Valerie Jensen	Y	093-11-7624	16.25580	7.69941	8.09883	6.42270	91.36390	married
1312	5.73658	55.11823	8.31427	63.72730	31.19457	0.00000	5.69008	8.26431	Jennifer Stanley	yes	867-47-6519	3.46247	7.51206	5.14018	6.09223	83.20934	married
1313	7.98028	86.74519	7.60229	60.52992	39.13532	1.00000	5.57165	5.34248	Sabrina Oliver	yes	845-79-2297	5.81532	5.37141	6.35647	6.38236	87.86622	divoced
1314	8.04207	74.74440	7.88690	47.77715	33.49219	1.00000	5.17563	4.55965	Christopher Henry IV	Y	082-87-2066	8.04845	4.57041	6.53848	8.00101	43.57726	single
1315	7.17877	72.13788	7.35820	23.61757	53.01842	1.00000	6.48965	4.39419	Kenneth Lowery	no	856-97-6138	23.27180	4.75530	8.65861	7.39338	62.04103	widowed
1316	7.29229	68.47742	5.37555	53.73663	50.03113	1.00000	5.09904	4.16538	Joseph Schroeder	no	549-43-5615	14.07289	4.92537	8.03813	6.97703	76.61758	separated
1317	8.14082	60.35586	7.11366	66.92044	60.20172	1.00000	5.64003	6.46092	Caleb Moore	Y	745-83-5993	5.19389	6.24722	5.16742	7.40119	62.24743	married
1318	8.66297	63.49567	9.24037	53.66792	49.63892	1.00000	5.83885	5.23325	Meagan Simpson	no	333-41-5276		4.67992	6.14775	5.80237	83.18925	married
1319	7.78897	87.93712	7.27502	53.45198	54.62830	0.00000	7.50649	6.25073	Matthew Gonzalez	no	125-13-6188	9.25374	3.14514	7.17713	5.93389	79.75692	divoced
1320	7.72407	72.39385	4.87128	19.39776	61.94036	1.00000	6.69238	4.12923	Christian Wagner	no	111-88-0400	6.64965	4.70730	6.52712	7.57213	57.65280	separated
1321	7.04089	76.78355	6.44776	44.90419	71.40304	1.00000	5.60268	2.80204	Elizabeth Torres	Y	715-15-8007	5.86520	4.01182	5.85155	6.84922	82.25994	married
1322	8.72655	83.02875	7.66198	36.44476	46.63463	0.00000	5.17014	5.90883	Jesse Hansen	yes	105-81-5050	15.75498	4.40188	8.08597	8.43738	25.24333	nop
1323	4.26068	75.17064	4.58698	76.41452	62.67614	0.00000	4.82143	8.12980	Hannah Winters	no	765-94-4765	8.18385	9.77735	6.40735	6.55380	79.46834	married
1324	7.43874	89.61803	6.36321	37.81304	53.77843	1.00000	3.39186	6.05710	Ruth Love	Y	663-39-7525	11.74480	6.23026	7.42285	7.49240	63.12467	married
1325	5.12005	113.31280	8.04523	26.56114	67.07568	1.00000	8.82860	7.91741	Carmen Simon	Y	837-93-6951	7.19212	7.69029	6.86997	6.32408	81.81066	widowed
1326	6.99254	93.00252	5.87177	45.88144	45.04796	1.00000	7.82812	3.52159	Nathaniel Mcdonald	Y	044-34-1184	6.64104	5.01679	6.01508	5.87922	82.91891	separated
1327	4.97132	98.56685	7.32550	30.97121	57.00786	1.00000	7.17144	6.23301	Cory Smith	yes	090-86-2450	5.53190	7.97922	6.25883	4.92936	50.48272	widowed
1328	7.17333	49.51683	6.63412	25.97302	68.22278	1.00000	5.95996	4.95668	Margaret Washington	no	862-51-4439	6.79536	5.86231	5.25044	5.84618	84.53706	single
1329	6.17043	71.42901	7.30115	33.22318	66.80927	1.00000	8.60253	5.25725	Thomas Yoder	Y	612-57-8283	5.24694	4.39565	6.40168	6.92682	86.88640	married
1330	5.72204	56.15563	6.81629	32.96084	44.79176	1.00000	7.49577	5.47203	Jeffrey Reed	no	247-65-3554	4.09532	6.10976	5.31483	8.59892	18.36390	single
1331	7.53776	88.47830	6.64844	33.24329	53.84055	1.00000	5.29136	4.62330	Summer Todd	no	693-46-1237	7.71353	5.12093	7.36359	7.30006	64.85394	separated
1332	7.42345	108.74273	8.17701	38.40439	59.48419	0.00000	4.08672	9.11302	Robert Johnson	Y	282-21-3701	7.30879	6.82272	6.65037	7.75609	56.41078	single
1333	4.59997	21.57701	4.53324	52.01639	80.03771	1.00000	8.36992	7.32775	Michael Jones	Y	161-83-4395	10.85368	7.94990	6.63979	7.34100	60.42770	married
1334		48.91775	8.04193	58.68769	50.84164	1.00000	5.95750	5.44621	Crystal Johnson	no	231-61-2272	5.80308	4.84966	6.78848	7.16898	69.03112	married
1335	6.20494	125.91635	6.55795	39.77160	33.28637	1.00000	7.08330	6.47223	Mary Richardson DVM	yes	238-73-3635	14.31350	7.73419	7.98160	6.25248	87.33358	single
1336	7.50850	63.21240	6.56048	32.71729	64.11343	0.00000	4.38894	8.78308	Jacqueline Nelson	no	578-57-7337	5.28046	6.49182	6.65382	7.32079	69.09776	divoced
1337	6.80665	82.04482	6.25985	62.01096	34.33849	1.00000	7.85284	6.29793	Carolyn Medina	no	703-55-5599	9.67482	6.11396	7.22151	8.42880	28.11515	married
1338	4.71221	3.64428	6.20766	23.92368	57.77544	1.00000	7.12570	4.86596	Justin Compton	no	775-22-9292	8.17055	5.87958	6.38354	7.11620	74.92249	divoced
1339	5.56682	54.59679	7.56443	36.40291	64.46423	1.00000	7.69114	6.08508	Frank Tate	yes	243-63-2865	5.07133	5.91158	6.39067	7.72957	51.82805	married
1340	5.43974	48.33848	6.22571	39.46678	64.30610	1.00000	7.79085	5.10872	Laura Thompson	no	119-26-1897	6.13281	5.94411	6.46207	5.38945	75.27876	separated
1341	8.85746	97.08316	8.30488	42.30143	57.48138	1.00000	6.02136	6.79487	Morgan Clark	no	859-89-5447	3.32012	5.91023	5.52518	5.51159	81.48416	nop
1342	5.55739	107.09891	4.87270	58.56691	53.42491	0.00000	4.39065	7.61658	Amy Robinson	no	196-63-3594	10.41027	8.71954	6.60851	5.09106	58.05005	divoced
1343	6.20443	105.93896	5.39984	65.24839	42.63923	1.00000	8.43496	6.77306	Dr. Whitney Wood	N	023-51-1607	14.06643	6.84608	7.92410	6.49386	86.17880	single
1344	8.45571	115.07383	6.86533	43.40659	40.70264	1.00000	5.45500	5.79592	Katie Barrett	no	708-26-7595	4.31756	5.32437	6.44406	5.98259	83.09083	divoced
1345	5.90920	73.19307	6.04916	47.39989	43.92338	1.00000	9.22372	4.64230	Charlotte Morris	no	275-84-8316	6.13195	3.53137	6.58219	6.56120	89.13557	single
1346	6.58272	101.17044	6.54904	45.93682	65.57250	1.00000	7.78622	6.66646	Nicole Scott	no	023-26-8137	6.32713	7.40725	6.29930	6.65188	91.34321	divoced
1347	6.02555	61.09206	6.65263	59.80561	45.34955	0.00000	5.72080	7.73329	Matthew Ibarra	no	357-62-9522	7.76720	10.05362	7.08649	6.36046	85.07845	widowed
1348	6.48930	102.21097	7.61085	32.28754	50.94596	1.00000	8.90044	6.05111	Jose Williams	no	617-15-4721	12.89388	5.26517	8.05885	4.81994	51.32455	divoced
1349	9.06311	110.64849	8.12783	22.57758	56.57130	0.00000	7.23084	8.36699	Beth Perkins	yes	190-13-9953	5.85617	5.92509	6.45075	5.78663	82.50531	divoced
1350	7.72550	103.87528	5.31549	55.13387	57.96345	1.00000	4.60240	5.95725	Michael Mcmillan	Y	674-40-6187	7.32146	6.04245	6.67757	6.13081	73.66239	widowed
1351	9.50984	84.99805	6.77452	56.39123	72.56884	1.00000	4.15870	7.39822	Heidi Archer	Y	384-59-7247	5.53968	5.55653	5.33678	6.67103	77.55786	married
1352	6.30711	76.34332	6.52824	81.62320	31.82942	1.00000	7.58801	6.07132	Tracy Dickson	Y	060-02-2683	9.37229	6.19093	7.17847	5.76108	77.82960	single
1353	4.73834	118.20086	6.91412	58.75312	63.72766	0.00000	4.07699	8.04815	Christian Forbes	no	828-32-2667	7.51694	7.99687	5.66825	6.85011	83.44474	nop
1354	7.89214	58.69515	5.11082	49.08875	32.94435	0.00000	6.54861	6.22617	Anthony Bender	no	495-19-7585	16.42241	3.55774	8.27333	5.45405	77.07369	single
1355	4.14837	130.18150	7.95862	27.08620	50.95499	1.00000	8.71266	7.46700	Cynthia Ayala	no	098-06-6916	23.03311	8.62499	8.62172	8.24442	38.91638	separated
1356	9.12753	29.16126	5.15585	29.20998	61.37488	0.00000	6.78237	7.88636	Nicholas Russo	yes	061-61-2641	4.77653	5.77230	6.14205	6.98736	72.97920	divoced
1357	6.19914	44.14836	5.16505	47.34760	42.16069	1.00000	6.33375	4.42141	Christine Dodson	no	042-97-9649	7.99720	4.54288	7.19273	7.56366	58.41478	married
1358	6.34010	117.26228	5.24577	33.77165	39.80657	1.00000	7.91257	6.52043	Jessica Cain	Y	859-04-3676	12.77190	6.42854	8.12011	7.51666	62.00290	divoced
1359	7.74173	135.05431	5.71915	54.29716	60.58779	1.00000	7.01817	3.52828	Justin Moore	no	789-59-1077	11.36439	4.19901	7.76517	6.66671	81.56722	divoced
1360	8.87970	77.06393	6.71451	35.05754	27.82135	0.00000	5.94132	8.25108	Michele Moore	Y	419-56-7153	5.20322	6.28201	6.20660	9.23077	8.61155	divoced
1361	8.40775	38.91999	6.95224	45.89035	47.40829	1.00000	8.42562	8.54564	Kelly Cruz	no	420-40-6594	3.40139	8.76094	6.28763	5.49752	71.35971	single
1362	5.64380	105.05916	6.35562	70.76987	69.86527	1.00000	6.47847	6.38831	Patricia Robertson DDS	no	078-20-0510	11.80144	7.89545	7.56897	6.84269	87.94431	separated
1363	5.99018	62.48913	8.16468	77.53764	37.25331	1.00000	8.15511	5.83247	Jesse Stevenson	no	126-04-8787	11.50785	5.42903	7.13060	7.11583	69.20125	divoced
1364	5.87190	114.44931	7.14139	60.27089	96.21470	1.00000	9.11609	7.05637	Vicki Thompson	yes	310-79-5832	20.28784	6.83167	8.70712	7.43122	59.76496	widowed
1365	8.23668	83.72178	6.74478	45.34245	43.51310	1.00000	4.76673	6.80674	Alison Hernandez	no	173-19-8003	8.62204	6.32485	7.30417	7.52352	57.79889	divoced
1366	5.37907	90.23918	7.55503	66.24699	55.20058	0.00000	5.58272	6.71646	Devon Sexton	yes	179-02-3250	4.14755	9.29669	6.22009	6.13520	86.04921	widowed
1367	7.29302	133.97254	7.44493	32.92342	63.70436	1.00000	5.66406	3.74648	Shirley Gardner	yes	386-22-2140	5.04580	4.62821	6.65294	6.21329	87.68497	nop
1368	5.34406	148.55326	7.85528	21.83743	52.71898	1.00000	7.31958	4.16225	Kimberly Ramsey	no	737-62-2703	18.23736	4.68864	8.44464	6.38783	89.70506	divoced
1369	5.98346	66.01309	7.23418	59.15102	60.00321	0.00000	6.58636	7.10726	John Price	yes	079-53-3161	7.60053	8.74227	6.25635	5.66887	76.63945	married
1370	6.87816	35.56041	6.05828	23.04925	44.66688	0.00000		9.27613	Brianna Adams	N	586-87-5792	7.70531	6.66294	6.74604	6.73487	83.50007	divoced
1371	9.19765	52.99825	5.33963	34.04563	31.00257	1.00000	5.40878	6.19468	Angel Hill	yes	546-81-2110	4.46903	4.97268	6.24232	6.11823	88.61467	nop
1372	5.20525	81.90894	5.75335	33.97415	52.60625	0.00000	4.73504	7.70152	Melissa Greer	Y	751-12-2056	4.76378	7.50071	5.61790	8.62646	19.61768	married
1373	6.35632	96.26429	7.48639	57.44002	49.40563	1.00000	7.59511	5.29256	Melissa Roman	no	576-67-0305	22.31995	4.46405	8.72083	6.77510	77.97329	nop
1374	3.90338	105.58729	6.87576	36.31660	57.09960	0.00000	4.54501	8.60715	Gina Martinez	yes	381-01-2855	6.81287	9.39399	6.95180	7.77059	43.12653	single
1375	6.71285	54.20416	5.90156	36.64341	45.18771	1.00000	9.10209	5.49129	William Walker	no	337-05-7063	7.34349	4.11297	5.90776	6.19957	77.95821	single
1376	6.44205	68.03549	5.89121	37.58684	61.00632	0.00000	8.46145	8.58808	Heather Mueller	yes	342-08-0160	5.99722	6.75826	6.13166	7.50463	61.26434	separated
1377	7.89744	70.18182	7.00855	51.27134	46.67413	1.00000	5.80583	4.88768	Jessica Perez	Y	321-47-3819	5.75630	5.08839	5.21011	7.22231	72.82687	single
1378	5.30233	101.08881	6.31263	33.16441	45.01529	1.00000	8.78241	6.99159	Stephanie Barr	yes	609-16-4545	6.68340	5.99462	5.76857	5.87011	84.16566	divoced
1379	7.46890	73.91808	8.48124	33.75980	53.17676	1.00000	5.59509	4.54583	Curtis Williams	no	119-07-0250	9.30561	5.17202	6.95320	6.95707	78.23973	widowed
1380	6.29697	-6.85159	5.62613	37.21962	54.95529	0.00000	4.94316	7.35381	Timothy Ortiz	no	161-43-5256	15.83821	8.20790	8.13913	5.76184	87.60221	divoced
1381	8.51551	113.23495	5.98282	71.02825	34.15916	1.00000	6.43735	6.44601	Mrs. Laura Lynch	no	829-89-6894	13.35134	5.98161	8.00560	4.45679	30.09005	separated
1382	8.63527	87.60772	6.82483	35.02900	32.29057	1.00000	6.04194	4.67327	George Harris	Y	806-70-8785	5.20317	4.22878	5.96621	2.98834	10.74735	widowed
1383	8.82116	-5.98050	6.41034	51.01881	51.37088	1.00000	6.43019	6.43463	Alexander Pace	yes	366-23-8013	11.33149	5.67932	7.93133	7.31822	68.51863	divoced
1384	7.06325	103.12448	7.69874	31.13069	43.54717	1.00000	3.56181	5.93265	Cameron Rodriguez	no	609-32-0962	1.17313	6.50133	3.11084	5.33896	67.15971	nop
