job	company	sex	residence	blood_group	ssn	name	birthdate	race	age	leukocyty	weight	hbver	HK group	weight group	er-cv	ast	indicator	hematokrit	trombocyty	smoker	alt	etytr	erytrocyty	hemoglobin	alp	relationship
Forensic scientist	Marquez Group	F	"3360 Eileen Estates Suite 669
North Joyce, MT 96934"	B-	886-73-6197	Vickie Choi	1978-06-06	White	43	7.99014	48.97944	7.05269	4-5	40-50	46.34746	65.64247	1.0	4.21888		yes	26.62556	5.90143	8.8722	7.28496	63.90744	divorced
Solicitor	Lewis, Guerra and Miller	M	"457 David Path
Mcconnellville, NM 03404"	A+	860-96-1400	Samuel Zimmerman	1953-11-14	White	67	5.85888	49.38444	6.90878	8-9	40-50	68.59207	48.43084	1.0	8.19558	5.66123	no	6.4727	5.7384	6.494	7.51038	62.04398	separated
Travel agency manager	Thomas-Nelson	M	"463 Wendy Mountain Apt. 423
West Aliciahaven, CO 34780"	B-	530-15-8134	Rodney Lopez	2010-01-14	White	11	8.353	39.92027	5.94374	4-5	30-40	64.98592	30.58115	0.0	4.093	10.83352	yes	9.45655	8.99488	7.48142	7.26407	65.68465	single
Sub	Hamilton, Page and Carpenter	F	"874 Diane Crescent
Mathewsmouth, NH 88201"	AB-	665-60-0159	Sarah Clayton	1937-09-15	Indian	84	6.95904	26.71509	7.13696	7-8	20-30	28.84717	62.13074	1.0	7.09525	3.57962	no	7.81985	4.98537	6.72515	6.60016	83.73318	widowed
Nutritional therapist	Simmons-Russell	F	"652 Ashley Fork Apt. 347
West John, WA 50446"	O-	562-62-1229	Lisa Miller	1983-07-18	White	38	6.28477	95.52677	7.70928	7-8	90-100	51.11837	26.50903	1.0	7.57247	6.19815	yes	7.62228	6.95007	7.17126	5.48436	67.3262	married
Production manager	Gonzalez and Sons	F	"76931 Mcmahon Bridge Apt. 668
Alyssaborough, NV 39840"	A+	002-41-7670	Kylie Rodriguez	1972-08-22	White	49	6.16073	25.02956	6.18633	7-8	20-30	48.13634	57.06111	1.0	7.50077	6.27709	yes	5.8594	6.44625	7.2336	5.69277	75.93638	divorced
Consulting civil engineer	Bush-Rodriguez	M	"7288 Kenneth Freeway Suite 323
South Patrickton, AK 94908"	O-	286-91-6262	Nicholas Schaefer	1955-02-01	White	66	4.88263	46.79421	6.00857	5-6	40-50	50.47323	77.49498	0.0	5.86914	9.22217	yes	7.05069	8.44772	6.95899	7.33105	67.63938	single
Dealer	Medina, Evans and Vazquez	F	"45437 Amber Light Apt. 964
Nguyenstad, NE 76634"	A-	807-09-6823	Karen Jones	1964-09-24	White	57	5.73527	102.75387		7-8	100-110	48.93885	61.29103	1.0	7.272	3.04095	yes	6.21792	3.11753	6.39604	5.44711	69.86461	married
Cartographer	Hill Ltd	F	"48791 Erickson Station
Ashleystad, AR 63588"	O+	336-74-4329	Cynthia Johnson	1935-06-03	White	86	7.87673	79.23189	7.89664	5-6	70-80	41.36056	37.81672	1.0	5.79334	5.75141	yes	12.24308	5.88574	7.68234	6.60943	87.14604	married
Forensic scientist	Greer Ltd	M	"9516 April Mews
East Oscarport, ME 04145"	B+	238-93-9022	Luis Thomas	1948-02-23	Black	73	7.76514	18.98585	9.31778	3-4	10-20	32.39362	31.299	0.0	3.91894	8.78688	no	4.29168	6.84322	5.61005	6.2583	83.71768	widowed
Curator	Mcneil-Mendez	M	"3086 Emily Cape Suite 535
Kelseytown, ID 73189"	AB+	872-67-5744	Michael Richard	1921-12-21	Indian	99	6.04885	41.84143	5.66055	8-9	40-50	33.07576	43.96708	1.0	8.73861	5.72573	yes	9.43969	5.25122	6.95807	8.46836	31.85931	divorced
Furniture conservator/restorer	Copeland Group	F	"517 Johnson Plains Apt. 815
East Maryshire, WV 45739"	AB+	416-78-7809	Alice Cross	2006-12-19	White	14	6.00772	86.7462	6.28945	7-8	80-90	30.33304	26.50354	1.0	7.41583	5.32845	yes	8.2636	5.59157	6.58306	7.15961	75.7883	divorced
Scientist, research (physical sciences)	Warren PLC	F	"5810 Joshua Junctions
Amyburgh, AK 98201"	O+	631-91-1191	Ashley Moore	1950-09-03	Black	71	6.39497	38.63982	4.5908	5-6	30-40	55.92573	51.67591	0.0	5.50422	7.877	no	9.74349	6.05735	6.71388	5.51459	70.89845	single
Diagnostic radiographer	Chen-Hendrix	M	"13830 Bonilla Circle
Coryport, OK 53710"	A-	165-02-7144	Martin Wilson	1949-03-11	White	72	7.88936	50.10551	7.45927	5-6	50-60	52.68429	32.84666	1.0	5.19464	5.7381	no	6.17647	5.7625	6.71218	5.76938	79.4363	divorced
Insurance account manager	Martinez, Fuller and King	F	"28952 Fletcher Vista Apt. 057
East Juanchester, FL 82190"	O+	057-63-2940	Lauren Munoz	1964-05-19	White	57	5.85599	4.9435	6.532	9-10		40.11568	33.46772	1.0	9.48674	6.58535	yes	7.43574	6.446	7.38565	6.74749	83.0918	married
Teacher, special educational needs	Wiggins LLC	F	"7158 Joanna Knolls
New Tina, KS 06009"	A+	219-83-1802	Laurie Lowe	1943-01-20	White	78	7.36031	21.07017	6.72834	4-5	20-30	67.38403	77.90985	1.0	4.58113	6.82682	no	6.05947	7.15726	5.9141	7.03333	71.91775	single
Product designer	Brown, Garcia and Valdez	M	"29129 Douglas Isle Suite 069
Millerfurt, MA 93646"	AB+	688-14-2201	David Nguyen	2020-03-24	Black	1	8.36949	144.48574	6.16435	4-5	140-150	52.82508	49.72148	1.0	4.77138	7.68309	no	4.9188	6.99021	4.3586	8.58197	17.16684	married
Surveyor, hydrographic	Bowman-Brock	F	"7811 Theodore Spurs Apt. 257
Suarezport, MI 47561"	A-	360-16-8910	Shannon Clark MD	1950-05-09	Indian	71	5.38076	75.98536	5.8888	7-8	70-80	53.69776	47.51542	1.0	7.2993	4.31515	no	8.22756	4.24803	7.16392	6.44585	83.02291	nop
Psychiatric nurse	Long-Burns	F	"595 Laura Isle Apt. 824
Ryanport, AL 48661"	A-	823-63-0853	Stacy Wood	1922-05-21	White	99	4.63616	65.07732	7.79075	9-10	60-70	39.97532	39.53302	1.0	9.55733	7.82471	no	6.37362	7.93031	6.40177	6.35148	85.25731	married
Colour technologist	Miles, Pittman and Payne	M	"720 Melody Coves
Butlerhaven, IL 01102"	AB+	560-13-9503	Phillip Farmer	1948-05-31	Hawaiian	73	7.80607	63.79576	6.65369	4-5	60-70	53.40467	52.93548	0.0	4.13202	9.98746	yes	5.58722	7.86535	6.87531	7.95456	46.71753	married
Research scientist (medical)	Brown Group	F	"USNS Joseph
FPO AA 43986"	AB+	512-76-0242	Katherine Cruz	1989-11-13	Black	31	4.32062	68.96632	6.53196	2-3	60-70	40.31225	55.45581	0.0	2.7063	7.62521	no	17.3763	5.1687	8.48347	5.66492	73.14612	widowed
Armed forces technical officer	Gardner, Pham and Mooney	F	"9106 Alan Gateway Apt. 806
West Martin, DC 42115"	O+	267-45-1061	Virginia White	1926-04-22	White	95	5.53639	144.57627	7.47262	6-7	140-150	41.95818	56.30255	1.0	6.52896	8.252	yes	11.75819	8.86707	7.55431	5.0893	60.8993	single
Child psychotherapist	James and Sons	M	"27933 Brenda Plaza Suite 921
Stephenstad, MD 16539"	B-	558-25-3469	Douglas Cruz	1940-06-22	Black	81	8.78158	2.97239	6.27347	8-9		48.04058	57.6089	1.0	8.10158	4.17768	no	9.37822	3.94465	6.97917	4.63653	48.99507	married
Charity officer	Navarro-Kirby	F	"21325 Rogers Spurs
New Michael, MT 89718"	O-	567-58-8625	Elizabeth Kline	1983-05-26	Black	38	8.53143	28.85372	6.25086	8-9	20-30	67.66431	67.57013	0.0	8.24858	9.11071	no	8.12762	5.84038	6.81952	7.5168	65.87599	married
Paramedic	Robinson Inc	F	"0524 Bell Road Apt. 771
Michaelview, WY 04270"	A+	551-93-5596	Amy Harris	1991-05-12	Black	30	4.12357	23.20866	7.03935	8-9	20-30	60.17867	53.95816	1.0	8.18885	7.11654	no	7.10359	7.5734	6.44199	7.48461	59.79023	widowed
Clinical embryologist	Smith-Fuentes	F	"302 Howell Vista Suite 915
Rubiofurt, OK 79856"	O+	636-55-0219	Theresa Black	1922-10-25	White	99	4.86152	41.60172	5.92023	5-6	40-50	7.71414	63.10574	0.0	5.00072	6.74801	no	6.86873	10.12185	6.03268	6.85588	81.38793	married
Furniture conservator/restorer	Hernandez-Mcknight	M	"Unit 2369 Box 4425
DPO AA 55817"	A-	581-07-3440	Dr. Trevor Sanders	2012-07-11	White	9	4.07679	149.67499	9.35927	5-6	140-150	66.36711	38.95839	0.0	5.71595	8.21957	no	4.73938	9.04281	5.89333	6.79669	79.51826	divorced
Civil engineer, consulting	Lopez Group	M	"3816 Gonzalez Canyon Suite 651
South Shannonmouth, CA 08906"	O-	806-70-8785	George Harris	2009-08-22	White	12	6.45166	45.44481	7.32326	4-5	40-50	27.64874	76.38234	0.0	4.33364	8.26537	yes	3.80091	4.70673	6.70352	7.50393	65.63875	divorced
Research scientist (physical sciences)	Fields-Mcmillan	M	"82987 Smith Motorway
Huffmanfort, ID 32135"	A-	190-30-8674	Robert Hernandez	2021-01-25	Black	0	7.78595	95.77194	7.05767	4-5	90-100	60.27976	34.92997	0.0	4.14158	9.17008	yes	5.96732	7.09218	6.58096	6.33128	88.3922	married
Naval architect	Murphy, Ford and Hill	M	"2550 Meredith Mill Suite 814
Fernandezfort, AL 12587"	AB-	751-35-9875	Mike West	2017-06-28	White	4	4.99088	32.01101	5.77469	8-9	30-40	46.36374	65.92444	1.0	8.02989	5.73249	yes	9.54023	5.84743	6.86827	6.23942	92.47964	nop
Volunteer coordinator	Spears, Brennan and Holloway	M	"6106 Justin Prairie
Robinsonfort, MN 51040"	AB-	898-68-6140	Richard Higgins	1938-03-05	White	83	3.93642	74.42306	7.12372	8-9	70-80	22.06106	55.66242	1.0	8.33146	7.19919	yes	7.55242	8.4072	7.05226	6.48447	90.14109	single
Insurance underwriter	Phillips Inc	M	"7955 Megan Extension
Vasquezstad, MI 36759"	O-	534-70-0901	Michael Johnson	2005-11-20	White	15	8.26421	56.85777	6.01007	6-7	50-60	32.13439	47.23242	0.0	6.93835	9.63639	no	2.26512	6.64428	6.01641	6.6001	90.03004	single
Financial adviser	Brown, Heath and Fischer	M	"2419 Barton River Apt. 431
West Jacktown, WY 01946"	A+	315-90-9973	Benjamin Lucas	2002-12-16	White	18	7.61563	70.85871	5.99395	4-5	70-80	56.03131	53.70344	0.0	4.87721	5.42401	no	12.92858	8.32454	7.7715	8.04026	41.74888	married
Editor, magazine features	Williams PLC	F	"803 Eileen Curve
Staffordfort, MT 46163"	A+	444-03-5742	Emily Gordon	2018-01-18	White	3	8.38892	13.34598	6.22259	6-7	10-20	48.15011	59.1888	1.0	6.29087	7.16157	yes	18.3886	6.72337	8.4256	7.35396	61.36359	widowed
Psychiatric nurse	Long-Burns	F	"595 Laura Isle Apt. 824
Ryanport, AL 48661"	A-	823-63-0853	Stacy Wood	1922-05-21	White	99	7.23153	131.3677	6.58773	5-6	130-140	39.83544	57.09628	1.0	5.21506	3.96649	yes	7.43206	4.8154	7.59986	4.31845	33.74362	divorced
Community arts worker	Fields Group	M	"19337 Brandon Mission Suite 246
Port Richard, WV 88072"	B-	067-98-4608	Robert Jensen	1930-07-09	White	91	9.3405	0.11769	8.16311	3-4		37.55928	47.38883	1.0	3.91708	9.17887	no	6.33337	7.28615	6.69759	5.96242	89.71268	married
Banker	Higgins-Cherry	F	"40792 Kristin Centers
Caitlinside, OH 91180"	AB-	497-78-4239	Jessica Dean MD	1915-11-06	White	106	8.19076	49.77929	6.90784	5-6	40-50	65.14426	39.35533	0.0	5.32515	8.52977	no	6.42677	6.31768	7.14652	9.70585	7.92845	nop
Air cabin crew	Jones, Strong and Morales	F	"62379 Crystal Landing Suite 975
Tannerbury, ID 65589"	B+	693-88-9477	Angela Jimenez	1952-03-16	White	69	6.3735	100.75852	8.2829	5-6	100-110	31.19749	51.01896	0.0	5.99435	7.4155	no	7.35474	8.80788	4.845	6.14498	78.58649	single
Engineer, maintenance (IT)	Anderson-Williamson	M	"950 Johnson Station Apt. 970
Pughstad, AZ 51081"	A-	635-22-9160	Jeffrey Clark	1919-03-19	White	102	6.79879	59.75704	6.1936	3-4	50-60	47.70592	77.7678	1.0	3.32124	9.36644	yes	10.77879	6.95638	7.33777	8.16696	38.34386	married
Pharmacist, hospital	Marshall-Jones	F	"8615 Melissa Lock
West Justin, KY 19335"	O-	238-73-3635	Mary Richardson DVM	1993-06-27	Asian	28	7.85322	55.7494	9.08446	4-5	50-60	78.44229	65.34949	0.0	4.2915	6.46331	yes	9.9079	6.32306	7.48235	6.85331	84.97269	married
Surveyor, insurance	Brown Inc	F	"281 Geoffrey Falls
North Joseph, MO 54071"	AB+	679-87-7547	Rebecca Wood MD	1930-11-30	White	90	6.32163	70.35624	7.11622	8-9	70-80	32.99662	44.32681	1.0	8.04412	4.88809	no	4.1026	4.6508	5.93548	7.99347	40.54934	single
Scientist, marine	Martin Group	M	"8608 Courtney Shores Suite 854
Mcdanielville, WV 79907"	AB+	667-15-0600	Brian Marsh	1921-12-23	White	99	7.36065	101.49518	6.6402	2-3	100-110	41.61933	42.08836	1.0	2.95343	7.09625	no	6.46799	7.16491	6.28766	7.34338	67.40794	divorced
Investment analyst	White, Turner and Mitchell	F	"228 Leon Knolls
Breannaside, VA 97827"	AB-	293-06-9931	Chelsea Bush	1990-02-08	White	31	7.61584	71.75494	9.06324	6-7	70-80	61.0795	62.82168	1.0	6.96377	4.29161	no	7.98693	4.98399	7.52278	7.43125	64.97609	divorced
Scientist, forensic	White, Gibson and Silva	F	"5112 Christian Shoals
Port Jennifer, HI 04236"	AB-	733-42-3700	Norma Santos	1917-04-06	Black	104	7.82894	81.709	7.42332	5-6	80-90	30.93904	51.0088	0.0	5.48086	7.91809	no	8.10076	5.46226	6.71371	6.09354	81.06749	single
Clinical biochemist	Hunt-Flowers	M	"2769 Ballard Corner Suite 235
Flemingmouth, MO 50847"	B-	063-29-1406	Albert Crawford	1916-03-15	White	105	8.03683	82.93028	5.6998	7-8	80-90	65.21568	84.52041	0.0	7.23144	8.87721	no	5.70337	5.71878	6.8792	6.64919	85.6166	divorced
Regulatory affairs officer	Blanchard-Smith	F	"85974 Adam Rapids
Port Mallory, GA 90264"	AB+	486-62-5767	Kathleen Patterson	1923-08-30	Black	98	8.14093	81.32801	5.24802	3-4	80-90	38.47177	34.63571	1.0	3.85913	7.86441	yes	7.25913	7.23143	7.02608	6.00845	90.38238	married
Water engineer	Wood, Burton and Allen	F	"782 Sanchez Mews Suite 957
East Randy, NC 61395"	AB-	385-47-6105	Whitney English	1962-08-31	White	59	7.3752	15.6905	7.16151	6-7	10-20	17.85757	54.02739	1.0	6.06353	5.47924	yes	10.47357	6.15348	7.56353	6.69003	82.48792	married
Licensed conveyancer	James, Hardy and Marsh	F	"807 Chung Spring Suite 143
Delgadoberg, PA 20919"	O+	657-16-2620	Janet Galloway	1909-02-27	Indian	112	8.71382	129.21749	5.42799	5-6	120-130	29.51906	58.21642	1.0	5.53957	4.32298	no	5.16881	3.77105	5.67612	7.13751	71.73301	divorced
Surgeon	Johnson PLC	M	"214 Mark Plains Apt. 765
Nashburgh, WY 25960"	O-	673-80-9117	Ryan Hogan	1956-05-16	Black	65	4.19776	39.48025	7.96629	1-2	30-40	33.28841	56.9237	0.0	1.29628	7.383	yes	7.51063	6.01126	7.11522	5.63423	81.73917	divorced
Medical illustrator	Zavala-Chandler	M	"1631 Finley Center Suite 863
South Susanton, WA 71027"	B-	461-20-3419	Juan Brock	1921-11-12	Hawaiian	100	4.19275	82.96833	8.15348	4-5	80-90	74.17648	43.7493	0.0	4.48643	8.30083	yes	8.66426	7.28663	6.72931	6.67187	82.46174	separated
Armed forces operational officer	Schneider-Morgan	F	"590 Kaitlyn Bypass
Lake Rebecca, MS 41220"	B-	609-39-4469	Melissa Stevens	1972-09-24	Asian	49	8.8628	89.77397	6.60742	4-5	80-90	60.47493	33.56107	1.0	4.98009	8.0358	yes	6.56175	6.85918	4.4575	8.77404	16.86283	single
Designer, exhibition/display	Wade LLC	F	"21523 Scott Passage Apt. 218
Hayeston, LA 39176"	B+	708-36-3612	Krista Frye	1914-09-30	White	107	8.87256	47.98644	5.88954	4-5	40-50	65.9021	47.49909	1.0	4.60192	6.74169	no	7.23623	5.64551	6.83652	5.95954	78.70369	married
Exhibitions officer, museum/gallery	Beck, Henderson and Hall	M	"029 May Stream
Paulport, OR 99355"	A+	774-17-6414	Robert Smith	1990-07-09	Black	31	7.19014	58.21127	5.92527	7-8	50-60	58.8156	63.46533	1.0	7.63364	5.39417	yes	6.3637	5.94519	6.44147	6.05045	84.41938	widowed
Education officer, environmental	Lucas, Bush and Sanchez	F	"8592 Jensen Forge Apt. 632
Rossville, IA 13902"	O-	638-38-5147	Mary White	1973-06-30	Black	48	8.1841	57.28929	7.03184	6-7	50-60	52.42342	31.7692	0.0	6.45376	7.89588	yes	31.58783	5.25004	8.99228	5.60474	76.41785	divorced
Publishing rights manager	Everett-White	F	"8266 Nixon Tunnel Suite 309
Martinezmouth, TX 89064"	O+	638-13-4096	Lisa Morris	1991-05-05	White	30	5.12033	47.5346	6.4773	8-9	40-50	23.43941	35.26617	1.0	8.59648	6.52911	no	5.9023	6.56929	6.97399	6.25707	83.62154	married
Psychologist, forensic	Lucas, Allen and Carter	F	"794 Davis Mountains
Thomasshire, IN 06803"	B-	607-83-9987	Melissa Miller	1949-03-23	Asian	72	7.97585	112.43555	6.16791	4-5	110-120	36.92985	48.75056	1.0	4.53508	4.71547	no	6.69349	4.68694	6.2953	5.16753	61.80596	widowed
Education officer, museum	Contreras-Cunningham	M	"09293 Higgins Park
Grantmouth, AZ 53045"	AB+	069-57-4727	Tommy Fischer	2007-02-05	White	14	8.35592	45.20004	7.08158	6-7	40-50	30.16954	35.81576	1.0	6.21522	5.92966	no	5.62161	5.6416	6.473	6.70916	86.79545	nop
Psychologist, counselling	Novak-Phelps	F	"76009 Smith Burg
Wallland, MS 10413"	A-	349-13-8041	Tina Russell	1971-10-07	White	50	5.36313	47.90877	4.85408	5-6	40-50	50.18636	55.3603	0.0	5.80883	7.37254	no	7.76314	8.46696	7.56398	7.6379	49.66033	married
Television camera operator	Cervantes, Osborne and Boyer	F	"942 Beth Mission
Jessicaberg, SD 19234"	AB-	765-82-7670	Mary Pacheco	1920-04-18	Black	101	8.37817	51.9845	6.01477	6-7	50-60	39.47362	68.59389	1.0	6.29281	4.72153	yes	6.35018	4.55475	6.91202	8.03459	47.9115	single
Trading standards officer	Vasquez-Stephens	M	"0342 Brennan Oval
New Russell, CA 74284"	B+	591-84-5928	Brian Ferguson	1942-09-12	White	79	4.2548	122.68307	6.41855	8-9	120-130	40.52375	43.10335	1.0	8.49782	5.90018	yes	12.60102	6.3828	7.90451	7.05161	75.91344	married
Building surveyor	Perez-Salazar	M	"966 Jack Loaf Suite 101
Davisborough, CA 14684"	B-	146-05-1078	Robert Clark	1944-11-28	Asian	76	5.09123	8.33711	7.24929	8-9		58.8732	52.42988	1.0	8.60325	6.00188	yes	6.96757	6.43643	7.13402	6.65263	90.05384	widowed
Civil engineer, contracting	Daniel Group	M	"186 Mullen Land Apt. 980
Gilbertfort, GA 76342"	B-	811-51-6086	Benjamin Robinson	1925-11-02	Asian	96	4.99705	91.52007	7.77166	7-8	90-100	59.97776	52.84081	0.0	7.12919	7.33471	no	5.30092	8.87215	6.54369	7.03056	73.03209	widowed
Higher education lecturer	Vazquez, Lopez and Melton	M	"87679 Cochran Knolls Suite 293
Angelaville, TX 38595"	B+	357-62-9522	Matthew Ibarra	2002-06-09	White	19	6.02555	61.09206	6.65263	5-6	60-70	59.80561	45.34955	0.0	5.7208	7.73329	no	7.7672	10.05362	7.08649	6.36046	85.07845	widowed
Sports development officer	Morris, Spence and Brooks	M	"553 Haynes Falls Suite 278
South Morganville, DC 50347"	A-	610-57-2422	Robert Oconnell	1929-08-14	White	92	8.50438	28.19089	5.32078	4-5	20-30	38.82752	51.91056	1.0	4.39024	5.78552	yes	5.40515	5.11282	6.18291	7.42458	68.4655	single
Fish farm manager	Hart LLC	M	"5869 Scott Port Suite 207
Port Josephhaven, WA 55938"	AB-	495-19-7585	Anthony Bender	2003-05-28	White	18	7.30357	1.38586	7.81547	4-5	0-10	10.38988	75.79755	0.0	4.46076	8.41418	yes	6.95394	5.9842	6.5228	7.12452	70.82557	divorced
Programmer, systems	Cantrell LLC	M	"203 Elizabeth Extensions
Nelsonland, WI 03558"	B-	080-25-8804	Eduardo Cunningham	1988-03-26	White	33	8.29316	61.22713	7.61022	6-7	60-70	50.97441	44.93074	1.0	6.76642	7.9258	no	5.78046	5.28422	6.19184	6.39277	90.11235	divorced
Doctor, general practice	Kelly-Callahan	F	"00710 Donald Mission
New Robintown, TN 93860"	O-	358-94-1624	Lisa Tyler	1990-12-22	White	30	7.82993	50.54879	5.79796	6-7	50-60	27.90751	56.28448	1.0	6.21606	5.00318	no	9.087	5.31989	7.0628	5.54563	64.24946	nop
Network engineer	Davis, Garrison and Gilbert	F	"6768 Taylor Inlet Apt. 097
Port Clinton, PA 11931"	A+	889-12-6212	Victoria Reynolds	2005-10-20	White	16	5.27462	90.91953	8.1411	7-8	90-100	44.02473	43.24571	1.0	7.35143	5.33628	yes	9.73379	5.62968	7.49763	5.938	80.38276	widowed
Herpetologist	Andrade, Hancock and Roberts	M	"USS Griffin
FPO AA 24836"	A-	294-19-5666	Sean Miller	2019-10-02	Indian	2	5.59799	14.44386	5.48085	6-7		39.98163	68.49976	0.0	6.42345	8.42606	no	6.63904	8.27646	5.63014	7.9263	36.92989	single
Higher education lecturer	Velez, Lee and Richards	M	"449 Mark Landing Suite 242
Baxterside, WI 78028"	AB+	805-39-4299	Bobby Davenport	2011-12-30	Asian	9	7.30626	80.97044	7.23925	5-6	80-90	36.42399	44.12837	1.0	5.72159	4.07528	no	3.82157	4.91313	6.60806	6.81614	81.97812	married
Barrister's clerk	Mccoy, Wyatt and Rivers	M	"293 Erin Coves
South Cynthia, NY 09810"	AB-	194-57-4902	Travis Mayer	1918-08-12	White	103	8.74194	86.02432	7.92855	4-5	80-90	46.6008	54.46818	1.0	4.73502	6.32567	yes	7.57708	5.41707	7.15276	7.98212	37.7303	divorced
Estate manager/land agent	Simmons, Aguirre and Moreno	M	"4767 Williams Path
Elizabethbury, VT 94759"	A-	268-12-5889	Gary Nunez	1998-10-25	White	23	6.15819	80.62128	7.46606	7-8	80-90	74.78136	22.793	0.0	7.73856	8.78352	yes	6.63286	7.37716	6.54676	5.70322	83.08727	single
Newspaper journalist	Johnson-Sims	F	"PSC 2773, Box 6606
APO AP 72126"	AB+	854-60-9369	Mary Hughes	1982-09-19	White	39	4.41294	36.36163	6.75876	4-5	30-40	43.74701	54.8737	0.0	4.27669	9.05696	yes	4.81901	8.03362	5.84016	5.20589	67.46826	widowed
Operational investment banker	Gordon Inc	F	"USNV Kemp
FPO AE 99239"	AB-	497-38-3001	Sarah Perez	1918-09-25	White	103	8.36941	85.99191	6.77689	6-7	80-90	61.05668	35.62425	1.0	6.94909	3.7148	no	6.35507	3.75404	7.2042	7.15554	76.17904	married
Statistician	Mitchell-Barker	M	"0050 Johnson Burg Suite 460
Denisetown, GA 03459"	AB-	166-29-7678	John York	2007-04-03	White	14		44.88043	8.74957	5-6	40-50	44.58094	46.98188	1.0	5.9231	4.40619	yes	3.09914	5.78067	5.23724	6.21013	92.71434	married
Automotive engineer	Miller, Williams and Dalton	F	"Unit 8534 Box 7323
DPO AE 01234"	O+	433-51-1613	Kathleen Rice	1908-12-07	White	112	6.41717	57.29258	7.03773	6-7	50-60	36.45029	45.75663	0.0	6.43961	7.55004	no	8.18117	7.18	7.37555	8.20484	27.70003	separated
Nature conservation officer	Williams-Castillo	M	"569 Schroeder Underpass
Port Matthew, SC 70441"	AB-	725-30-8338	Ethan Ryan	1961-04-28	Indian	60	9.15919	86.90229	6.19662	4-5	80-90	58.27417	47.62244	0.0	4.12881	8.33033	no	6.95749	7.301	6.74673	5.59823	76.58409	widowed
Garment/textile technologist	Gates Group	F	"4820 Andrew Islands
South Robinton, NJ 34166"	AB-	313-32-8660	Tamara Jensen	2018-03-25	White	3	6.52009	72.23795	6.81786	4-5	70-80	17.47903	52.21548	0.0	4.97774	4.63433	no	3.03577	6.05744	4.18209	5.96102	84.52551	separated
Equities trader	Taylor, Arnold and Sanford	F	"837 Cheryl Wells Suite 043
New Sharon, NC 22732"	O+	085-44-2150	Jeanne Norman	2008-12-01	Asian	12	5.7552	86.36273	7.64995	7-8	80-90	36.54584	59.92931	1.0	7.34928	2.88041	yes	5.0283	1.81913	5.80471	7.11625	78.46928	nop
Psychotherapist, dance movement	Barrett, Bates and Miller	F	"14642 Cook Harbors
East Stephanie, MT 71583"	A-	627-63-2321	Bridget Gross	2013-12-06	White	7	8.21544	97.0548	6.08887	6-7	90-100	48.00757	39.42872	1.0	6.74712	5.02981	yes	3.91373	5.04985	5.14099	7.60809	52.05275	divorced
Teacher, early years/pre	Clayton Group	F	"916 Donna Stravenue
Matthewmouth, MN 51914"	AB+	758-60-4043	Jamie Ball	1929-06-16	White	92	4.45859	69.44998	6.50914	7-8	60-70	57.55438	58.6348	1.0	7.54195	5.84708	no	7.78187	6.67943	7.15232	8.38562	25.82724	single
Actuary	Gibson, Sims and Reed	M	"32220 Carter Lights Suite 645
East Johnchester, UT 36276"	O-	388-98-5383	Devon Gilbert	1920-12-07	Black	100	8.07039	81.39283	7.46829	6-7	80-90	26.75668	43.80922	0.0	6.40496	4.17082	no	6.39632	4.36496	6.89146	6.62045	83.25156	divorced
Metallurgist	Rowe-Jones	F	"553 Christina Center Apt. 297
Jacobstown, MD 11351"	B+	156-97-5767	Christina Lopez	1981-11-07	White	40	7.27265	76.34103	5.48683	5-6	70-80	55.66544	44.07441	1.0	5.91822	4.62921	no	12.88113	5.46908	7.86887	7.06124	75.87038	divorced
